START_POPULATION,CROWDING_COEFFICIENT,REPRODUCTION_PROBABILITY,DEATH_PROBABILITY,ITERATION_GRAND_MEAN,LOWER_95_CI,UPPER_95_CI
45,1e-05,0.85,0.8,4996.42786069652,4994.83084577114,4998.1144278607
45,1e-05,0.9,0.85,4994.18905472637,4992.94029850746,4995.42786069652
45,1e-05,0.95,0.9,5001.15422885572,5000.23880597015,5002.11940298507
45,1e-05,1,0.95,5000,5000,5000
45,2e-05,0.05,0,2499.10447761194,2498.66169154229,2499.54228855721
45,2e-05,0.1,0.05,2499.37313432836,2498.32338308458,2500.4328358209
45,2e-05,0.15,0.1,2500.65671641791,2499.54228855721,2501.83582089552
45,2e-05,0.2,0.15,2493.09950248756,2491.98009950249,2494.28855721393
45,2e-05,0.25,0.2,2497.74129353234,2496.5671641791,2499.05970149254
45,2e-05,0.3,0.25,2490.79104477612,2489.35323383085,2492.26865671642
45,2e-05,0.35,0.3,2493.51741293532,2492.66169154229,2494.41293532338
45,2e-05,0.4,0.35,2493.18407960199,2491.61194029851,2494.63184079602
45,2e-05,0.45,0.4,2497.39303482587,2496.01492537313,2498.70149253731
45,2e-05,0.5,0.45,2498.69154228856,2497.54228855721,2499.85074626866
45,2e-05,0.55,0.5,2502.6368159204,2500.50248756219,2504.7263681592
45,2e-05,0.6,0.55,2501.89054726368,2500.53233830846,2503.13930348259
45,2e-05,0.65,0.6,2501.07462686567,2499.16417910448,2503.07960199005
45,2e-05,0.7,0.65,2494.34825870647,2493.15422885572,2495.44776119403
45,2e-05,0.75,0.7,2493.46766169154,2491.28358208955,2495.45771144279
45,2e-05,0.8,0.75,2500.31343283582,2499.03482587065,2501.70149253731
45,2e-05,0.85,0.8,2498.31343283582,2497.48258706468,2499.13930348259
45,2e-05,0.9,0.85,2495.79104477612,2495.23880597015,2496.36815920398
45,2e-05,0.95,0.9,2497.86069651741,2497.26865671642,2498.49253731343
45,2e-05,1,0.95,2500,2500,2500
45,3e-05,0.05,0,1665.47263681592,1665.09452736318,1665.87064676617
45,3e-05,0.1,0.05,1667.19900497512,1666.48258706468,1667.91044776119
45,3e-05,0.15,0.1,1665.77114427861,1664.92039800995,1666.55721393035
45,3e-05,0.2,0.15,1666.93532338308,1666.09452736318,1667.78606965174
45,3e-05,0.25,0.2,1663.50248756219,1662.74129353234,1664.2736318408
45,3e-05,0.3,0.25,1662.50248756219,1661.44278606965,1663.49253731343
45,3e-05,0.35,0.3,1670.25373134328,1669.12935323383,1671.23383084577
45,3e-05,0.4,0.35,1664.80099502488,1663.70149253731,1665.91542288557
45,3e-05,0.45,0.4,1666.06965174129,1664.96517412935,1667.14427860697
45,3e-05,0.5,0.45,1667.22885572139,1666.17910447761,1668.22388059701
45,3e-05,0.55,0.5,1658.10447761194,1656.62686567164,1659.592039801
45,3e-05,0.6,0.55,1651.69154228856,1650.49253731343,1652.8407960199
45,3e-05,0.65,0.6,1661.51243781095,1660.53233830846,1662.38308457711
45,3e-05,0.7,0.65,1657.57711442786,1656.62189054726,1658.50746268657
45,3e-05,0.75,0.7,1666.70646766169,1665.45273631841,1667.97014925373
45,3e-05,0.8,0.75,1662.90547263682,1662.13432835821,1663.64676616915
45,3e-05,0.85,0.8,1669.51243781095,1668.78109452736,1670.15422885572
45,3e-05,0.9,0.85,1666.75621890547,1665.89054726368,1667.62686567164
45,3e-05,0.95,0.9,1662.28855721393,1661.82587064677,1662.77114427861
45,3e-05,1,0.95,1667,1667,1667
45,4e-05,0.05,0,1249.39303482587,1248.86567164179,1249.88059701493
45,4e-05,0.1,0.05,1248.06965174129,1247.65174129353,1248.46766169154
45,4e-05,0.15,0.1,1247.55223880597,1247.06467661692,1248.00995024876
45,4e-05,0.2,0.15,1246.69154228856,1245.5671641791,1247.78109452736
45,4e-05,0.25,0.2,1245.98009950249,1245.16417910448,1246.76616915423
45,4e-05,0.3,0.25,1242.14427860697,1241.25373134328,1242.99004975124
45,4e-05,0.35,0.3,1244.23383084577,1243.41791044776,1244.99502487562
45,4e-05,0.4,0.35,1245.13432835821,1244.50746268657,1245.75621890547
45,4e-05,0.45,0.4,1246.1592039801,1245.23383084577,1247.09950248756
45,4e-05,0.5,0.45,1246.08955223881,1244.91044776119,1247.25373134328
45,4e-05,0.55,0.5,1246.11940298507,1245.12437810945,1247.02985074627
45,4e-05,0.6,0.55,1242.04975124378,1241.30845771144,1242.8855721393
45,4e-05,0.65,0.6,1247.82089552239,1247.10447761194,1248.53731343284
45,4e-05,0.7,0.65,1246.36815920398,1245.5223880597,1247.21890547264
45,4e-05,0.75,0.7,1248.21393034826,1247.45273631841,1249.02487562189
45,4e-05,0.8,0.75,1246.72139303483,1246.12437810945,1247.3184079602
45,4e-05,0.85,0.8,1245.09452736318,1244.41293532338,1245.76119402985
45,4e-05,0.9,0.85,1250.95024875622,1250.38805970149,1251.47263681592
45,4e-05,0.95,0.9,1247.76119402985,1247.32338308458,1248.16915422886
45,4e-05,1,0.95,1250,1250,1250
45,5e-05,0.05,0,999.154228855721,998.606965174129,999.691542288557
45,5e-05,0.1,0.05,998.07960199005,997.626865671642,998.517412935323
45,5e-05,0.15,0.1,995.666666666667,995.129353233831,996.174129353234
45,5e-05,0.2,0.15,998.845771144279,997.641791044776,1000.03482587065
45,5e-05,0.25,0.2,999.776119402985,999.174129353234,1000.33830845771
45,5e-05,0.3,0.25,990.164179104478,989.114427860697,991.189054726368
45,5e-05,0.35,0.3,993.26368159204,992.388059701493,994.139303482587
45,5e-05,0.4,0.35,1003.03980099502,1002.09950248756,1004.13432835821
45,5e-05,0.45,0.4,998.800995024876,998.109452736318,999.522388059701
45,5e-05,0.5,0.45,991.10447761194,990.343283582089,991.810945273632
45,5e-05,0.55,0.5,991.980099502488,990.890547263682,993.134328358209
45,5e-05,0.6,0.55,998.940298507463,998.069651741294,999.805970149254
45,5e-05,0.65,0.6,996.233830845771,995.562189054726,997.024875621891
45,5e-05,0.7,0.65,992.363184079602,991.417910447761,993.313432835821
45,5e-05,0.75,0.7,998.497512437811,997.44776119403,999.482587064677
45,5e-05,0.8,0.75,995.169154228856,994.577114427861,995.860696517413
45,5e-05,0.85,0.8,998.462686567164,997.965174129353,998.970149253731
45,5e-05,0.9,0.85,1000.02487562189,999.507462686567,1000.54726368159
45,5e-05,0.95,0.9,1000.20895522388,999.771144278607,1000.68656716418
45,5e-05,1,0.95,1000,1000,1000
45,6e-05,0.05,0,831.004975124378,830.791044776119,831.233830845771
45,6e-05,0.1,0.05,830.646766169154,830.213930348259,831.059701492537
45,6e-05,0.15,0.1,832.457711442786,831.990049751244,832.965174129353
45,6e-05,0.2,0.15,830.36815920398,829.771144278607,831.024875621891
45,6e-05,0.25,0.2,831.169154228856,830.621890547264,831.791044776119
45,6e-05,0.3,0.25,827.71144278607,827.124378109453,828.28855721393
45,6e-05,0.35,0.3,825.63184079602,824.980099502488,826.278606965174
45,6e-05,0.4,0.35,825.567164179104,824.800995024876,826.378109452736
45,6e-05,0.45,0.4,826.398009950249,825.781094527363,826.990049751244
45,6e-05,0.5,0.45,826.975124378109,826.353233830846,827.681592039801
45,6e-05,0.55,0.5,818.731343283582,817.820895522388,819.766169154229
45,6e-05,0.6,0.55,827.009950248756,826.10447761194,827.945273631841
45,6e-05,0.65,0.6,828.26368159204,827.422885572139,829.084577114428
45,6e-05,0.7,0.65,832.547263681592,831.845771144279,833.278606965174
45,6e-05,0.75,0.7,829.865671641791,829.412935323383,830.36815920398
45,6e-05,0.8,0.75,829.980099502488,829.258706467662,830.656716417911
45,6e-05,0.85,0.8,827.900497512438,827.293532338308,828.55223880597
45,6e-05,0.9,0.85,833.10447761194,832.621890547264,833.562189054726
45,6e-05,0.95,0.9,831.562189054726,830.935323383085,832.144278606965
45,6e-05,1,0.95,834,834,834
45,7e-05,0.05,0,712.55223880597,712.318407960199,712.800995024876
45,7e-05,0.1,0.05,712.855721393035,712.308457711443,713.402985074627
45,7e-05,0.15,0.1,711.119402985075,710.611940298507,711.661691542289
45,7e-05,0.2,0.15,707.641791044776,706.940298507463,708.383084577114
45,7e-05,0.25,0.2,712.417910447761,711.910447761194,712.935323383085
45,7e-05,0.3,0.25,708.179104477612,707.582089552239,708.835820895522
45,7e-05,0.35,0.3,711.562189054726,711.004975124378,712.169154228856
45,7e-05,0.4,0.35,709.701492537313,708.990049751244,710.457711442786
45,7e-05,0.45,0.4,707.233830845771,706.427860696517,708.044776119403
45,7e-05,0.5,0.45,709.89552238806,709.338308457711,710.452736318408
45,7e-05,0.55,0.5,710.407960199005,709.820895522388,710.990049751244
45,7e-05,0.6,0.55,713.18407960199,711.955223880597,714.318407960199
45,7e-05,0.65,0.6,707.587064676617,706.935323383085,708.223880597015
45,7e-05,0.7,0.65,710.26368159204,709.641791044776,710.8407960199
45,7e-05,0.75,0.7,711.776119402985,711.273631840796,712.278606965174
45,7e-05,0.8,0.75,709.796019900498,709.363184079602,710.258706467662
45,7e-05,0.85,0.8,710.119402985075,709.517412935323,710.696517412935
45,7e-05,0.9,0.85,710.746268656716,710.248756218905,711.233830845771
45,7e-05,0.95,0.9,711.756218905473,711.52736318408,711.995024875622
45,7e-05,1,0.95,715,715,715
45,8e-05,0.05,0,623.830845771144,623.427860696517,624.243781094527
45,8e-05,0.1,0.05,622.487562189055,622.069651741294,622.875621890547
45,8e-05,0.15,0.1,622.203980099502,621.427860696517,623.039800995025
45,8e-05,0.2,0.15,623.592039800995,623.034825870647,624.1592039801
45,8e-05,0.25,0.2,620.467661691542,619.980099502488,620.935323383085
45,8e-05,0.3,0.25,618.502487562189,617.751243781095,619.238805970149
45,8e-05,0.35,0.3,620.940298507463,620.338308457711,621.547263681592
45,8e-05,0.4,0.35,622.830845771144,622.114427860697,623.532338308458
45,8e-05,0.45,0.4,623.074626865672,622.567164179104,623.611940298507
45,8e-05,0.5,0.45,622.666666666667,621.781094527363,623.606965174129
45,8e-05,0.55,0.5,622.019900497512,621.049751243781,623.064676616915
45,8e-05,0.6,0.55,621.318407960199,620.636815920398,621.970149253731
45,8e-05,0.65,0.6,622.398009950249,621.791044776119,622.995024875622
45,8e-05,0.7,0.65,619.273631840796,618.756218905473,619.800995024876
45,8e-05,0.75,0.7,626.81592039801,626.034825870647,627.621890547264
45,8e-05,0.8,0.75,620.666666666667,620.164179104478,621.174129353234
45,8e-05,0.85,0.8,624.955223880597,624.592039800995,625.308457711443
45,8e-05,0.9,0.85,624.965174129353,624.587064676617,625.328358208955
45,8e-05,0.95,0.9,625.955223880597,625.71144278607,626.189054726368
45,8e-05,1,0.95,625,625,625
45,9e-05,0.05,0,555.89552238806,555.626865671642,556.154228855721
45,9e-05,0.1,0.05,552.18407960199,551.766169154229,552.616915422886
45,9e-05,0.15,0.1,553.363184079602,552.746268656716,553.980099502488
45,9e-05,0.2,0.15,551.8407960199,551.462686567164,552.203980099502
45,9e-05,0.25,0.2,550.283582089552,549.626865671642,550.970149253731
45,9e-05,0.3,0.25,551.89552238806,551.407960199005,552.383084577114
45,9e-05,0.35,0.3,550.52736318408,549.651741293532,551.417910447761
45,9e-05,0.4,0.35,548.696517412935,548.203980099502,549.199004975124
45,9e-05,0.45,0.4,553.174129353234,552.621890547264,553.686567164179
45,9e-05,0.5,0.45,549.666666666667,548.945273631841,550.313432835821
45,9e-05,0.55,0.5,552.313432835821,551.691542288557,553.014925373134
45,9e-05,0.6,0.55,553.81592039801,553.109452736318,554.582089552239
45,9e-05,0.65,0.6,554.039800995025,553.432835820896,554.63184079602
45,9e-05,0.7,0.65,551.009950248756,550.412935323383,551.592039800995
45,9e-05,0.75,0.7,549.069651741294,548.393034825871,549.741293532338
45,9e-05,0.8,0.75,554.482587064677,554.074626865672,554.915422885572
45,9e-05,0.85,0.8,552.910447761194,552.343283582089,553.517412935323
45,9e-05,0.9,0.85,552.626865671642,552.203980099502,553.039800995025
45,9e-05,0.95,0.9,556.44776119403,555.990049751244,556.930348258706
45,9e-05,1,0.95,556,556,556
45,0.0001,0.05,0,500.646766169154,500.442786069652,500.875621890547
45,0.0001,0.1,0.05,498.154228855721,497.870646766169,498.417910447761
45,0.0001,0.15,0.1,495.805970149254,495.174129353234,496.348258706468
45,0.0001,0.2,0.15,495.427860696517,495.064676616915,495.776119402985
45,0.0001,0.25,0.2,494.52736318408,494.034825870647,495.069651741294
45,0.0001,0.3,0.25,495.507462686567,495.024875621891,495.955223880597
45,0.0001,0.35,0.3,496.308457711443,495.776119402985,496.810945273632
45,0.0001,0.4,0.35,494.721393034826,493.925373134328,495.507462686567
45,0.0001,0.45,0.4,495.238805970149,494.507462686567,496.094527363184
45,0.0001,0.5,0.45,497.855721393035,497.199004975124,498.577114427861
45,0.0001,0.55,0.5,492.572139303483,491.945273631841,493.174129353234
45,0.0001,0.6,0.55,495.492537313433,494.995024875622,495.995024875622
45,0.0001,0.65,0.6,495.233830845771,494.681592039801,495.800995024876
45,0.0001,0.7,0.65,490.870646766169,490.28855721393,491.47263681592
45,0.0001,0.75,0.7,498.681592039801,498.139303482587,499.213930348259
45,0.0001,0.8,0.75,493.323383084577,492.681592039801,493.925373134328
45,0.0001,0.85,0.8,495.890547263682,495.517412935323,496.26368159204
45,0.0001,0.9,0.85,499.064676616915,498.597014925373,499.547263681592
45,0.0001,0.95,0.9,498.398009950249,498.149253731343,498.641791044776
45,0.0001,1,0.95,500,500,500
47,1e-05,0.05,0,4995.95024875622,4995.06467661692,4996.92537313433
47,1e-05,0.1,0.05,4988.67661691542,4987.59701492537,4989.80597014925
47,1e-05,0.15,0.1,4995.65671641791,4994.34825870647,4997.0447761194
47,1e-05,0.2,0.15,4993.83582089552,4992.57711442786,4995.05970149254
47,1e-05,0.25,0.2,5001.66666666667,5000.26368159204,5003.09452736318
47,1e-05,0.3,0.25,4998.26368159204,4996.70646766169,4999.83582089552
47,1e-05,0.35,0.3,4981.50248756219,4979.55223880597,4983.44776119403
47,1e-05,0.4,0.35,5001.21393034826,4999.1144278607,5003.50746268657
47,1e-05,0.45,0.4,5000.00995024876,4998.26368159204,5001.86069651741
47,1e-05,0.5,0.45,4993.2736318408,4990.71641791045,4996.02487562189
47,1e-05,0.55,0.5,5000.60696517413,4998.76119402985,5002.36815920398
47,1e-05,0.6,0.55,4999.09950248756,4997.04975124378,5001.00497512438
47,1e-05,0.65,0.6,4996.73134328358,4994,4999.45771144279
47,1e-05,0.7,0.65,4996.10447761194,4993.94029850746,4998.19900497512
47,1e-05,0.75,0.7,4996.66169154229,4995.3631840796,4997.89054726368
47,1e-05,0.8,0.75,4999.73134328358,4998.65174129353,5000.82587064677
47,1e-05,0.85,0.8,5002.13930348259,5000.65671641791,5003.60696517413
47,1e-05,0.9,0.85,5003.12437810945,5002.2736318408,5003.9552238806
47,1e-05,0.95,0.9,4996.43781094527,4995.77114427861,4997.12935323383
47,1e-05,1,0.95,5000,5000,5000
47,2e-05,0.05,0,2499.54726368159,2498.8855721393,2500.19402985075
47,2e-05,0.1,0.05,2502.62686567164,2501.81592039801,2503.48258706468
47,2e-05,0.15,0.1,2495.44776119403,2494.64179104478,2496.2039800995
47,2e-05,0.2,0.15,2502.07462686567,2501.21890547264,2502.97014925373
47,2e-05,0.25,0.2,2499.79104477612,2498.02487562189,2501.49751243781
47,2e-05,0.3,0.25,2499.70646766169,2498.30348258706,2501.21393034826
47,2e-05,0.35,0.3,2498.99502487562,2497.25373134328,2500.78109452736
47,2e-05,0.4,0.35,2500.05472636816,2498.61691542289,2501.61194029851
47,2e-05,0.45,0.4,2486.61691542289,2485.4328358209,2487.78109452736
47,2e-05,0.5,0.45,2495.1144278607,2493.81592039801,2496.58706467662
47,2e-05,0.55,0.5,2489.57711442786,2487.81592039801,2491.67164179104
47,2e-05,0.6,0.55,2497.81094527363,2496.59701492537,2498.98009950249
47,2e-05,0.65,0.6,2496.3184079602,2495.31343283582,2497.33333333333
47,2e-05,0.7,0.65,2488.09950248756,2487.05970149254,2489.13432835821
47,2e-05,0.75,0.7,2497.48756218905,2496.46268656716,2498.59203980099
47,2e-05,0.8,0.75,2492.64676616915,2491.60696517413,2493.57711442786
47,2e-05,0.85,0.8,2500.94029850746,2499.69651741294,2502.38805970149
47,2e-05,0.9,0.85,2493.58706467662,2492.67164179104,2494.49253731343
47,2e-05,0.95,0.9,2496.67661691542,2496.17910447761,2497.17412935323
47,2e-05,1,0.95,2500,2500,2500
47,3e-05,0.05,0,1667.40298507463,1666.91044776119,1667.90547263682
47,3e-05,0.1,0.05,1667.76616915423,1666.74626865672,1668.73631840796
47,3e-05,0.15,0.1,1663.62189054726,1662.39800995025,1664.82587064677
47,3e-05,0.2,0.15,1664.65174129353,1663.68656716418,1665.592039801
47,3e-05,0.25,0.2,1662.68656716418,1661.75124378109,1663.72139303483
47,3e-05,0.3,0.25,1662.14427860697,1660.95024875622,1663.2736318408
47,3e-05,0.35,0.3,1664.23880597015,1663.36815920398,1665.00497512438
47,3e-05,0.4,0.35,1660.1144278607,1658.79104477612,1661.40298507463
47,3e-05,0.45,0.4,1665.41293532338,1663.98507462687,1666.80099502488
47,3e-05,0.5,0.45,1655.3184079602,1654.34328358209,1656.23383084577
47,3e-05,0.55,0.5,1653.37810945274,1651.89054726368,1654.93532338308
47,3e-05,0.6,0.55,1667.98507462687,1666.62189054726,1669.19900497512
47,3e-05,0.65,0.6,1657.86567164179,1656.99502487562,1658.77114427861
47,3e-05,0.7,0.65,1664.56218905473,1663.86069651741,1665.33333333333
47,3e-05,0.75,0.7,1657.04975124378,1655.9552238806,1658.12935323383
47,3e-05,0.8,0.75,1661.93532338308,1661.18905472637,1662.58208955224
47,3e-05,0.85,0.8,1661.93532338308,1661.44278606965,1662.43781094527
47,3e-05,0.9,0.85,1666.7960199005,1666.19402985075,1667.39800995025
47,3e-05,0.95,0.9,1665.79104477612,1665.12935323383,1666.44776119403
47,3e-05,1,0.95,1667,1667,1667
47,4e-05,0.05,0,1247.28855721393,1246.81592039801,1247.81592039801
47,4e-05,0.1,0.05,1247.7263681592,1247.18905472637,1248.32338308458
47,4e-05,0.15,0.1,1245.99502487562,1245.43781094527,1246.58208955224
47,4e-05,0.2,0.15,1245.85074626866,1245.16915422886,1246.51243781095
47,4e-05,0.25,0.2,1250.66666666667,1249.52736318408,1251.7960199005
47,4e-05,0.3,0.25,1243.07462686567,1242.27860696517,1243.9552238806
47,4e-05,0.35,0.3,1243.9552238806,1243.18905472637,1244.65174129353
47,4e-05,0.4,0.35,1243.16915422886,1242.41791044776,1243.97014925373
47,4e-05,0.45,0.4,1242.50248756219,1241.54726368159,1243.46268656716
47,4e-05,0.5,0.45,1241.92537313433,1240.94029850746,1243.00995024876
47,4e-05,0.55,0.5,1242.37810945274,1241.46268656716,1243.26865671642
47,4e-05,0.6,0.55,1242.58208955224,1241.55223880597,1243.53233830846
47,4e-05,0.65,0.6,1245.40298507463,1244.14427860697,1246.64676616915
47,4e-05,0.7,0.65,1245.53233830846,1244.5671641791,1246.49253731343
47,4e-05,0.75,0.7,1249.03980099502,1248.37810945274,1249.61691542289
47,4e-05,0.8,0.75,1245.30348258706,1244.58706467662,1245.98507462687
47,4e-05,0.85,0.8,1245.99502487562,1244.97512437811,1247
47,4e-05,0.9,0.85,1246.05472636816,1245.63184079602,1246.47263681592
47,4e-05,0.95,0.9,1250.82587064677,1250.46766169154,1251.18905472637
47,4e-05,1,0.95,1250,1250,1250
47,5e-05,0.05,0,997.601990049751,997.134328358209,998.089552238806
47,5e-05,0.1,0.05,998.248756218905,997.686567164179,998.810945273632
47,5e-05,0.15,0.1,1000.50248756219,999.706467661692,1001.34825870647
47,5e-05,0.2,0.15,1000.09452736318,999.427860696517,1000.83084577114
47,5e-05,0.25,0.2,996.512437810945,995.741293532338,997.258706467662
47,5e-05,0.3,0.25,997.477611940299,996.63184079602,998.348258706468
47,5e-05,0.35,0.3,996.348258706468,995.208955223881,997.44776119403
47,5e-05,0.4,0.35,993.049751243781,992.278606965174,993.810945273632
47,5e-05,0.45,0.4,993.641791044776,992.830845771144,994.437810945274
47,5e-05,0.5,0.45,992.577114427861,991.746268656716,993.388059701493
47,5e-05,0.55,0.5,992.233830845771,991.149253731343,993.348258706468
47,5e-05,0.6,0.55,992.721393034826,991.830845771144,993.681592039801
47,5e-05,0.65,0.6,994.318407960199,993.746268656716,994.885572139303
47,5e-05,0.7,0.65,995.666666666667,994.880597014925,996.462686567164
47,5e-05,0.75,0.7,999.238805970149,998.407960199005,1000.00995024876
47,5e-05,0.8,0.75,995.417910447761,994.786069651741,996.059701492537
47,5e-05,0.85,0.8,998.139303482587,997.597014925373,998.701492537313
47,5e-05,0.9,0.85,995.741293532338,995.26368159204,996.199004975124
47,5e-05,0.95,0.9,997.353233830846,996.985074626866,997.701492537313
47,5e-05,1,0.95,1000,1000,1000
47,6e-05,0.05,0,833.014925373134,832.611940298507,833.437810945274
47,6e-05,0.1,0.05,830.686567164179,830.278606965174,831.144278606965
47,6e-05,0.15,0.1,828.452736318408,827.970149253731,828.875621890547
47,6e-05,0.2,0.15,830.781094527363,830.064676616915,831.537313432836
47,6e-05,0.25,0.2,831.890547263682,831.144278606965,832.592039800995
47,6e-05,0.3,0.25,829.73631840796,828.945273631841,830.597014925373
47,6e-05,0.35,0.3,823.915422885572,823.283582089552,824.577114427861
47,6e-05,0.4,0.35,831.149253731343,830.537313432836,831.781094527363
47,6e-05,0.45,0.4,829.55223880597,828.601990049751,830.457711442786
47,6e-05,0.5,0.45,828.238805970149,827.606965174129,828.870646766169
47,6e-05,0.55,0.5,829.751243781095,829.034825870647,830.457711442786
47,6e-05,0.6,0.55,825.52736318408,824.845771144279,826.169154228856
47,6e-05,0.65,0.6,831.601990049751,830.537313432836,832.626865671642
47,6e-05,0.7,0.65,830.109452736318,829.532338308458,830.696517412935
47,6e-05,0.75,0.7,828.92039800995,828.169154228856,829.651741293532
47,6e-05,0.8,0.75,829.666666666667,829.034825870647,830.313432835821
47,6e-05,0.85,0.8,834.134328358209,833.572139303483,834.716417910448
47,6e-05,0.9,0.85,831.154228855721,830.796019900498,831.502487562189
47,6e-05,0.95,0.9,831.134328358209,830.860696517413,831.393034825871
47,6e-05,1,0.95,834,834,834
47,7e-05,0.05,0,713.029850746269,712.776119402985,713.273631840796
47,7e-05,0.1,0.05,714.482587064677,713.880597014925,715.10447761194
47,7e-05,0.15,0.1,711.905472636816,711.482587064677,712.338308457711
47,7e-05,0.2,0.15,708.243781094527,707.73631840796,708.706467661692
47,7e-05,0.25,0.2,711.756218905473,711.258706467662,712.253731343284
47,7e-05,0.3,0.25,707.233830845771,706.805970149254,707.646766169154
47,7e-05,0.35,0.3,706.940298507463,706.36815920398,707.467661691542
47,7e-05,0.4,0.35,712.766169154229,712.094527363184,713.417910447761
47,7e-05,0.45,0.4,706.402985074627,705.791044776119,707.029850746269
47,7e-05,0.5,0.45,712.238805970149,711.507462686567,712.92039800995
47,7e-05,0.55,0.5,710.696517412935,710.144278606965,711.129353233831
47,7e-05,0.6,0.55,710.233830845771,709.55223880597,710.955223880597
47,7e-05,0.65,0.6,705.626865671642,705.134328358209,706.10447761194
47,7e-05,0.7,0.65,709.014925373134,708.547263681592,709.517412935323
47,7e-05,0.75,0.7,709.512437810945,708.89552238806,710.084577114428
47,7e-05,0.8,0.75,710.373134328358,709.960199004975,710.786069651741
47,7e-05,0.85,0.8,711.810945273632,711.194029850746,712.432835820896
47,7e-05,0.9,0.85,712.661691542289,712.149253731343,713.164179104478
47,7e-05,0.95,0.9,711.597014925373,711.243781094527,711.965174129353
47,7e-05,1,0.95,715,715,715
47,8e-05,0.05,0,624.378109452736,624.004975124378,624.721393034826
47,8e-05,0.1,0.05,622.776119402985,622.398009950249,623.194029850746
47,8e-05,0.15,0.1,621.940298507463,621.497512437811,622.333333333333
47,8e-05,0.2,0.15,621.691542288557,621.323383084577,622.054726368159
47,8e-05,0.25,0.2,619.671641791045,618.81592039801,620.467661691542
47,8e-05,0.3,0.25,622.681592039801,622.094527363184,623.26368159204
47,8e-05,0.35,0.3,618.89552238806,618.1592039801,619.606965174129
47,8e-05,0.4,0.35,622.592039800995,622.034825870647,623.134328358209
47,8e-05,0.45,0.4,618.766169154229,617.875621890547,619.616915422886
47,8e-05,0.5,0.45,617.393034825871,616.71144278607,618.089552238806
47,8e-05,0.55,0.5,624.084577114428,623.298507462687,624.791044776119
47,8e-05,0.6,0.55,617.706467661692,617.149253731343,618.26368159204
47,8e-05,0.65,0.6,618.134328358209,617.572139303483,618.691542288557
47,8e-05,0.7,0.65,621,620.273631840796,621.726368159204
47,8e-05,0.75,0.7,621.149253731343,620.228855721393,622.129353233831
47,8e-05,0.8,0.75,621.542288557214,620.611940298507,622.517412935323
47,8e-05,0.85,0.8,622.990049751244,622.47263681592,623.427860696517
47,8e-05,0.9,0.85,621.825870646766,621.452736318408,622.243781094527
47,8e-05,0.95,0.9,624.442786069652,624.194029850746,624.691542288557
47,8e-05,1,0.95,625,625,625
47,9e-05,0.05,0,553.348258706468,553.004975124378,553.701492537313
47,9e-05,0.1,0.05,552.457711442786,552.039800995025,552.860696517413
47,9e-05,0.15,0.1,555.029850746269,554.378109452736,555.73631840796
47,9e-05,0.2,0.15,552.925373134328,552.507462686567,553.333333333333
47,9e-05,0.25,0.2,548.656716417911,548.024875621891,549.253731343284
47,9e-05,0.3,0.25,548.621890547264,547.915422885572,549.348258706468
47,9e-05,0.35,0.3,546.407960199005,545.855721393035,546.930348258706
47,9e-05,0.4,0.35,552.741293532338,552.149253731343,553.348258706468
47,9e-05,0.45,0.4,547.621890547264,546.970149253731,548.313432835821
47,9e-05,0.5,0.45,553.621890547264,552.855721393035,554.348258706468
47,9e-05,0.55,0.5,548.069651741294,547.383084577114,548.776119402985
47,9e-05,0.6,0.55,551.258706467662,550.587064676617,551.915422885572
47,9e-05,0.65,0.6,548.875621890547,548.1592039801,549.601990049751
47,9e-05,0.7,0.65,551.363184079602,550.825870646766,551.945273631841
47,9e-05,0.75,0.7,551.945273631841,551.348258706468,552.537313432836
47,9e-05,0.8,0.75,553.164179104478,552.706467661692,553.626865671642
47,9e-05,0.85,0.8,552.283582089552,551.756218905473,552.825870646766
47,9e-05,0.9,0.85,551.786069651741,551.243781094527,552.358208955224
47,9e-05,0.95,0.9,555.203980099502,554.990049751244,555.422885572139
47,9e-05,1,0.95,556,556,556
47,0.0001,0.05,0,499.338308457711,499.074626865672,499.572139303483
47,0.0001,0.1,0.05,497.860696517413,497.457711442786,498.293532338308
47,0.0001,0.15,0.1,499.786069651741,499.18407960199,500.378109452736
47,0.0001,0.2,0.15,496.915422885572,496.457711442786,497.398009950249
47,0.0001,0.25,0.2,495.373134328358,494.666666666667,496.109452736318
47,0.0001,0.3,0.25,491.63184079602,491.1592039801,492.074626865672
47,0.0001,0.35,0.3,496.223880597015,495.696517412935,496.741293532338
47,0.0001,0.4,0.35,491.985074626866,491.129353233831,492.885572139303
47,0.0001,0.45,0.4,495.10447761194,494.363184079602,495.791044776119
47,0.0001,0.5,0.45,490.34328358209,489.850746268657,490.825870646766
47,0.0001,0.55,0.5,494.746268656716,493.875621890547,495.547263681592
47,0.0001,0.6,0.55,493.278606965174,492.696517412935,493.870646766169
47,0.0001,0.65,0.6,495.208955223881,494.492537313433,495.950248756219
47,0.0001,0.7,0.65,497.452736318408,496.825870646766,498.089552238806
47,0.0001,0.75,0.7,493.990049751244,493.442786069652,494.547263681592
47,0.0001,0.8,0.75,496.323383084577,495.800995024876,496.830845771144
47,0.0001,0.85,0.8,499.830845771144,499.293532338308,500.388059701493
47,0.0001,0.9,0.85,498.915422885572,498.467661691542,499.373134328358
47,0.0001,0.95,0.9,499.253731343284,498.955223880597,499.547263681592
47,0.0001,1,0.95,500,500,500
