START_POPULATION,CROWDING_COEFFICIENT,REPRODUCTION_PROBABILITY,DEATH_PROBABILITY,ITERATION_GRAND_MEAN,LOWER_95_CI,UPPER_95_CI
9,1e-05,0.45,0.4,4237.14427860697,4234.97014925373,4239.30348258706
9,1e-05,0.5,0.45,4093.40796019901,4092.12935323383,4094.69154228856
9,1e-05,0.55,0.5,4291.10945273632,4289.08457711443,4293.09452736318
9,1e-05,0.6,0.55,4343.35820895522,4341.71641791045,4344.77114427861
9,1e-05,0.65,0.6,4290.63184079602,4289.46766169154,4291.83084577114
9,1e-05,0.7,0.65,4235.55721393035,4233.87562189055,4237.19900497512
9,1e-05,0.75,0.7,4648.57213930348,4646.43781094527,4650.76119402985
9,1e-05,0.8,0.75,4493.36815920398,4491.93532338308,4494.93034825871
9,1e-05,0.85,0.8,4697.14925373134,4695.5671641791,4698.57711442786
9,1e-05,0.9,0.85,4750.18905472637,4748.98507462687,4751.45771144279
9,1e-05,0.95,0.9,5001.53233830846,5000.71641791045,5002.48258706468
9,1e-05,1,0.95,4999.94527363184,4999.91044776119,4999.97512437811
9,2e-05,0.05,0,2496.7960199005,2496.17910447761,2497.37810945274
9,2e-05,0.1,0.05,2497.79104477612,2496.90547263682,2498.7263681592
9,2e-05,0.15,0.1,2419.44278606965,2418.59701492537,2420.29850746269
9,2e-05,0.2,0.15,2425.66169154229,2424.72139303483,2426.48756218905
9,2e-05,0.25,0.2,2316.51243781095,2315.20895522388,2317.70149253731
9,2e-05,0.3,0.25,2194.49751243781,2193.59701492537,2195.42786069652
9,2e-05,0.35,0.3,2111.80099502488,2110.71144278607,2112.88059701493
9,2e-05,0.4,0.35,2000.85074626866,1999.77114427861,2001.91542288557
9,2e-05,0.45,0.4,1992.31343283582,1990.51741293532,1994.07960199005
9,2e-05,0.5,0.45,2129.2736318408,2127.8407960199,2130.67661691542
9,2e-05,0.55,0.5,1893.44278606965,1892.2039800995,1894.71144278607
9,2e-05,0.6,0.55,2165.8407960199,2164.81094527363,2166.86567164179
9,2e-05,0.65,0.6,2045.64676616915,2044.69154228856,2046.48258706468
9,2e-05,0.7,0.65,2145.23880597015,2144.17412935323,2146.21890547264
9,2e-05,0.75,0.7,2119.8855721393,2118.63184079602,2121.19402985075
9,2e-05,0.8,0.75,2344.71641791045,2343.70646766169,2345.70646766169
9,2e-05,0.85,0.8,2419.97014925373,2418.92039800995,2420.96517412935
9,2e-05,0.9,0.85,2444.84577114428,2444.09452736318,2445.64179104478
9,2e-05,0.95,0.9,2494.19402985075,2493.40796019901,2494.96019900498
9,2e-05,1,0.95,2500,2500,2500
9,3e-05,0.05,0,1665.84577114428,1665.44278606965,1666.30845771144
9,3e-05,0.1,0.05,1664.88059701493,1664.21393034826,1665.5223880597
9,3e-05,0.15,0.1,1630.19900497512,1629.09452736318,1631.3631840796
9,3e-05,0.2,0.15,1576.90547263682,1576.23383084577,1577.60199004975
9,3e-05,0.25,0.2,1496.57213930348,1495.58706467662,1497.53233830846
9,3e-05,0.3,0.25,1543.80597014925,1542.55223880597,1545.13930348259
9,3e-05,0.35,0.3,1360.2736318408,1359.05472636816,1361.55721393035
9,3e-05,0.4,0.35,1441.96019900498,1440.94527363184,1443.00995024876
9,3e-05,0.45,0.4,1430.53233830846,1429.36815920398,1431.57213930348
9,3e-05,0.5,0.45,1313.83084577114,1313,1314.65174129353
9,3e-05,0.55,0.5,1324.98009950249,1323.87064676617,1326.07960199005
9,3e-05,0.6,0.55,1466.30348258706,1465.51741293532,1467.08457711443
9,3e-05,0.65,0.6,1377.23880597015,1376.37810945274,1378.08955223881
9,3e-05,0.7,0.65,1398.24378109453,1397.36815920398,1399.1592039801
9,3e-05,0.75,0.7,1478.82089552239,1477.98507462687,1479.65174129353
9,3e-05,0.8,0.75,1464.28855721393,1463.07462686567,1465.59701492537
9,3e-05,0.85,0.8,1598.61194029851,1597.93532338308,1599.28855721393
9,3e-05,0.9,0.85,1647.407960199,1646.74626865672,1648.07462686567
9,3e-05,0.95,0.9,1665.86567164179,1665.28855721393,1666.44278606965
9,3e-05,1,0.95,1667,1667,1667
9,4e-05,0.05,0,1248.67661691542,1248.28358208955,1249.10945273632
9,4e-05,0.1,0.05,1248.13930348259,1247.60199004975,1248.6815920398
9,4e-05,0.15,0.1,1251.38805970149,1250.82587064677,1251.94527363184
9,4e-05,0.2,0.15,1214.92537313433,1214.06467661692,1215.7960199005
9,4e-05,0.25,0.2,1082.15422885572,1081.52736318408,1082.81592039801
9,4e-05,0.3,0.25,1122.53731343284,1121.87064676617,1123.22885572139
9,4e-05,0.35,0.3,1085.61691542289,1084.79104477612,1086.44776119403
9,4e-05,0.4,0.35,1071.12935323383,1070.12935323383,1072.00497512438
9,4e-05,0.45,0.4,1093.83084577114,1092.72139303483,1094.91044776119
9,4e-05,0.5,0.45,1012.95024875622,1011.87562189055,1014.12437810945
9,4e-05,0.55,0.5,1055.36815920398,1054.44776119403,1056.24875621891
9,4e-05,0.6,0.55,1057.73631840796,1056.98507462687,1058.49751243781
9,4e-05,0.65,0.6,1031.22388059701,1030.45273631841,1031.97512437811
9,4e-05,0.7,0.65,1096.30845771144,1095.53233830846,1097.06467661692
9,4e-05,0.75,0.7,1122.95024875622,1122.29850746269,1123.62686567164
9,4e-05,0.8,0.75,1182.00995024876,1181.39800995025,1182.67164179104
9,4e-05,0.85,0.8,1206.99004975124,1206.18905472637,1207.76616915423
9,4e-05,0.9,0.85,1235.31343283582,1234.70149253731,1235.97512437811
9,4e-05,0.95,0.9,1248.8855721393,1248.34825870647,1249.44776119403
9,4e-05,1,0.95,1250,1250,1250
9,5e-05,0.05,0,997.393034825871,997.089552238806,997.671641791045
9,5e-05,0.1,0.05,997.646766169154,997.089552238806,998.174129353234
9,5e-05,0.15,0.1,976.029850746269,975.562189054726,976.497512437811
9,5e-05,0.2,0.15,965.55223880597,964.646766169154,966.44776119403
9,5e-05,0.25,0.2,912.243781094527,911.681592039801,912.820895522388
9,5e-05,0.3,0.25,907.228855721393,906.597014925373,907.885572139303
9,5e-05,0.35,0.3,833.746268656716,833.199004975124,834.303482587065
9,5e-05,0.4,0.35,845.422885572139,844.363184079602,846.393034825871
9,5e-05,0.45,0.4,758.154228855721,757.422885572139,758.92039800995
9,5e-05,0.5,0.45,843.89552238806,843.203980099502,844.542288557214
9,5e-05,0.55,0.5,839.487562189055,838.467661691542,840.52736318408
9,5e-05,0.6,0.55,759.52736318408,758.855721393035,760.203980099502
9,5e-05,0.65,0.6,813.28855721393,812.825870646766,813.761194029851
9,5e-05,0.7,0.65,818.034825870647,817.383084577114,818.671641791045
9,5e-05,0.75,0.7,937.985074626866,937.273631840796,938.726368159204
9,5e-05,0.8,0.75,942.641791044776,942.179104477612,943.084577114428
9,5e-05,0.85,0.8,906.940298507463,906.457711442786,907.422885572139
9,5e-05,0.9,0.85,965.18407960199,964.71144278607,965.671641791045
9,5e-05,0.95,0.9,989.318407960199,988.885572139303,989.746268656716
9,5e-05,1,0.95,1000,1000,1000
9,6e-05,0.05,0,832.63184079602,832.373134328358,832.89552238806
9,6e-05,0.1,0.05,832.661691542289,832.238805970149,833.07960199005
9,6e-05,0.15,0.1,804.437810945274,803.855721393035,805.049751243781
9,6e-05,0.2,0.15,833.55223880597,832.63184079602,834.492537313433
9,6e-05,0.25,0.2,769.910447761194,769.437810945274,770.378109452736
9,6e-05,0.3,0.25,762.820895522388,762.189054726368,763.467661691542
9,6e-05,0.35,0.3,754.542288557214,753.995024875622,755.054726368159
9,6e-05,0.4,0.35,671.10447761194,670.462686567164,671.751243781095
9,6e-05,0.45,0.4,669.169154228856,668.537313432836,669.8407960199
9,6e-05,0.5,0.45,677.89552238806,677.029850746269,678.676616915423
9,6e-05,0.55,0.5,644.029850746269,643.07960199005,644.980099502488
9,6e-05,0.6,0.55,716.412935323383,715.731343283582,717.094527363184
9,6e-05,0.65,0.6,755.223880597015,754.358208955224,756.034825870647
9,6e-05,0.7,0.65,755.084577114428,754.378109452736,755.771144278607
9,6e-05,0.75,0.7,782.089552238806,781.363184079602,782.875621890547
9,6e-05,0.8,0.75,796.487562189055,795.865671641791,797.10447761194
9,6e-05,0.85,0.8,803.731343283582,803.273631840796,804.233830845771
9,6e-05,0.9,0.85,825.542288557214,825.194029850746,825.890547263682
9,6e-05,0.95,0.9,824.28855721393,823.965174129353,824.587064676617
9,6e-05,1,0.95,834,834,834
9,7e-05,0.05,0,712.283582089552,711.905472636816,712.691542288557
9,7e-05,0.1,0.05,711.741293532338,711.293532338308,712.18407960199
9,7e-05,0.15,0.1,686.407960199005,685.945273631841,686.92039800995
9,7e-05,0.2,0.15,639.009950248756,638.577114427861,639.437810945274
9,7e-05,0.25,0.2,629.44776119403,628.89552238806,629.995024875622
9,7e-05,0.3,0.25,607.343283582089,606.52736318408,608.189054726368
9,7e-05,0.35,0.3,575.004975124378,574.189054726368,575.796019900498
9,7e-05,0.4,0.35,584.587064676617,584.164179104478,585.054726368159
9,7e-05,0.45,0.4,575.970149253731,575.393034825871,576.52736318408
9,7e-05,0.5,0.45,579.388059701493,578.676616915423,580.124378109453
9,7e-05,0.55,0.5,619.661691542289,618.995024875622,620.308457711443
9,7e-05,0.6,0.55,567.36815920398,566.885572139303,567.830845771144
9,7e-05,0.65,0.6,596.850746268657,596.258706467662,597.402985074627
9,7e-05,0.7,0.65,624.92039800995,624.378109452736,625.502487562189
9,7e-05,0.75,0.7,635.995024875622,635.487562189055,636.497512437811
9,7e-05,0.8,0.75,632.402985074627,631.661691542289,633.144278606965
9,7e-05,0.85,0.8,681.577114427861,680.970149253731,682.124378109453
9,7e-05,0.9,0.85,699.393034825871,698.905472636816,699.905472636816
9,7e-05,0.95,0.9,713.482587064677,713.144278606965,713.81592039801
9,7e-05,1,0.95,715,715,715
9,8e-05,0.05,0,624.28855721393,623.8407960199,624.706467661692
9,8e-05,0.1,0.05,623.910447761194,623.398009950249,624.402985074627
9,8e-05,0.15,0.1,623.437810945274,622.925373134328,623.92039800995
9,8e-05,0.2,0.15,586.199004975124,585.800995024876,586.582089552239
9,8e-05,0.25,0.2,599.074626865672,598.422885572139,599.706467661692
9,8e-05,0.3,0.25,563.721393034826,563.278606965174,564.203980099502
9,8e-05,0.35,0.3,534.402985074627,533.751243781095,535.059701492537
9,8e-05,0.4,0.35,502.875621890547,502.308457711443,503.432835820896
9,8e-05,0.45,0.4,459.666666666667,459.034825870647,460.273631840796
9,8e-05,0.5,0.45,513.582089552239,513.119402985075,514.039800995025
9,8e-05,0.55,0.5,530.791044776119,530.308457711443,531.218905472637
9,8e-05,0.6,0.55,502.547263681592,501.791044776119,503.323383084577
9,8e-05,0.65,0.6,527.636815920398,527.119402985075,528.164179104478
9,8e-05,0.7,0.65,555.721393034826,555.213930348259,556.258706467662
9,8e-05,0.75,0.7,515.402985074627,515.074626865672,515.73631840796
9,8e-05,0.8,0.75,573.273631840796,572.855721393035,573.726368159204
9,8e-05,0.85,0.8,584.8407960199,584.437810945274,585.258706467662
9,8e-05,0.9,0.85,617.855721393035,617.457711442786,618.203980099502
9,8e-05,0.95,0.9,625.81592039801,625.373134328358,626.278606965174
9,8e-05,1,0.95,625,625,625
9,9e-05,0.05,0,554.333333333333,554.034825870647,554.616915422886
9,9e-05,0.1,0.05,554.373134328358,554.074626865672,554.691542288557
9,9e-05,0.15,0.1,547.373134328358,546.92039800995,547.850746268657
9,9e-05,0.2,0.15,502.567164179104,502.039800995025,503.024875621891
9,9e-05,0.25,0.2,501.741293532338,501.134328358209,502.308457711443
9,9e-05,0.3,0.25,478.925373134328,478.164179104478,479.686567164179
9,9e-05,0.35,0.3,484.517412935323,483.935323383085,485.074626865672
9,9e-05,0.4,0.35,429.810945273632,429.169154228856,430.452736318408
9,9e-05,0.45,0.4,445.671641791045,445.109452736318,446.213930348259
9,9e-05,0.5,0.45,444.039800995025,443.238805970149,444.796019900498
9,9e-05,0.55,0.5,438.432835820896,437.8407960199,439.009950248756
9,9e-05,0.6,0.55,409.960199004975,409.328358208955,410.567164179104
9,9e-05,0.65,0.6,491.482587064677,490.890547263682,492.059701492537
9,9e-05,0.7,0.65,494.144278606965,493.621890547264,494.706467661692
9,9e-05,0.75,0.7,493.681592039801,493.278606965174,494.099502487562
9,9e-05,0.8,0.75,483.014925373134,482.47263681592,483.55223880597
9,9e-05,0.85,0.8,519.253731343284,518.81592039801,519.671641791045
9,9e-05,0.9,0.85,553.820895522388,553.44776119403,554.194029850746
9,9e-05,0.95,0.9,556.517412935323,556.26368159204,556.776119402985
9,9e-05,1,0.95,556,556,556
9,0.0001,0.05,0,497.517412935323,497.323383084577,497.706467661692
9,0.0001,0.1,0.05,496.1592039801,495.786069651741,496.557213930348
9,0.0001,0.15,0.1,493.706467661692,493.099502487562,494.402985074627
9,0.0001,0.2,0.15,465.243781094527,464.796019900498,465.721393034826
9,0.0001,0.25,0.2,461.233830845771,460.651741293532,461.8407960199
9,0.0001,0.3,0.25,463.273631840796,462.756218905473,463.771144278607
9,0.0001,0.35,0.3,440.338308457711,439.691542288557,440.965174129353
9,0.0001,0.4,0.35,425.338308457711,424.830845771144,425.796019900498
9,0.0001,0.45,0.4,405.482587064677,405.059701492537,405.925373134328
9,0.0001,0.5,0.45,399.437810945274,398.860696517413,399.970149253731
9,0.0001,0.55,0.5,435.323383084577,434.781094527363,435.800995024876
9,0.0001,0.6,0.55,359.542288557214,358.850746268657,360.174129353234
9,0.0001,0.65,0.6,412.65671641791,412.039800995025,413.298507462687
9,0.0001,0.7,0.65,425.089552238806,424.592039800995,425.646766169154
9,0.0001,0.75,0.7,442.248756218905,441.542288557214,442.915422885572
9,0.0001,0.8,0.75,446.900497512438,446.452736318408,447.328358208955
9,0.0001,0.85,0.8,456.666666666667,456.084577114428,457.333333333333
9,0.0001,0.9,0.85,489.218905472637,488.810945273632,489.606965174129
9,0.0001,0.95,0.9,497.477611940299,497.10447761194,497.860696517413
9,0.0001,1,0.95,500,500,500
11,1e-05,0.05,0,4996.91542288557,4996.12935323383,4997.69651741294
11,1e-05,0.1,0.05,5005.73631840796,5004.59203980099,5006.83582089552
11,1e-05,0.15,0.1,4944.44776119403,4943.41791044776,4945.4328358209
11,1e-05,0.2,0.15,4950.14427860697,4948.40796019901,4951.88059701493
11,1e-05,0.25,0.2,4897.53233830846,4896.18407960199,4898.76616915423
11,1e-05,0.3,0.25,4894.6368159204,4893.49253731343,4895.73134328358
11,1e-05,0.35,0.3,4693.55223880597,4691.58706467662,4695.6368159204
11,1e-05,0.4,0.35,4237.17910447761,4235.10447761194,4239.21890547264
11,1e-05,0.45,0.4,4650.17412935323,4648.11940298507,4652.24875621891
11,1e-05,0.5,0.45,4401.15422885572,4399.28855721393,4403.1144278607
11,1e-05,0.55,0.5,4449.95024875622,4448.35323383085,4451.42288557214
11,1e-05,0.6,0.55,4341.60199004975,4339.92537313433,4343.25870646766
11,1e-05,0.65,0.6,4153.19900497512,4151.40298507463,4155.2736318408
11,1e-05,0.7,0.65,4408.46766169154,4406.74626865672,4410.24875621891
11,1e-05,0.75,0.7,4742.66169154229,4741.26865671642,4743.9552238806
11,1e-05,0.8,0.75,4790.08955223881,4787.41791044776,4792.49751243781
11,1e-05,0.85,0.8,4849.92039800995,4848.1592039801,4851.64179104478
11,1e-05,0.9,0.85,4991.18905472637,4989.80597014925,4992.67661691542
11,1e-05,0.95,0.9,5004.94029850746,5003.75621890547,5006.06467661692
11,1e-05,1,0.95,4999.97512437811,4999.9552238806,4999.99502487562
11,2e-05,0.05,0,2497.94527363184,2497.07462686567,2498.82587064677
11,2e-05,0.1,0.05,2500.61691542289,2499.74626865672,2501.46268656716
11,2e-05,0.15,0.1,2473.03482587065,2471.96517412935,2474.08457711443
11,2e-05,0.2,0.15,2448.33333333333,2446.89552238806,2449.80099502488
11,2e-05,0.25,0.2,2426.22388059702,2424.86069651741,2427.5671641791
11,2e-05,0.3,0.25,2367.78109452736,2366.76119402985,2368.83582089552
11,2e-05,0.35,0.3,2292.72139303483,2291.81592039801,2293.58706467662
11,2e-05,0.4,0.35,2197.74626865672,2196.17910447761,2199.19900497512
11,2e-05,0.45,0.4,2287.66169154229,2286.6815920398,2288.57711442786
11,2e-05,0.5,0.45,2175.09950248756,2173.51741293532,2176.58706467662
11,2e-05,0.55,0.5,2421.6815920398,2420.34825870647,2422.91044776119
11,2e-05,0.6,0.55,2189.85074626866,2188.44776119403,2191.12935323383
11,2e-05,0.65,0.6,2124.45273631841,2123.12935323383,2125.72139303483
11,2e-05,0.7,0.65,2243.44776119403,2242.23880597015,2244.62686567164
11,2e-05,0.75,0.7,2222.46268656716,2221.84577114428,2223.14427860697
11,2e-05,0.8,0.75,2391.67661691542,2390.79104477612,2392.57711442786
11,2e-05,0.85,0.8,2471.94029850746,2470.99004975124,2472.81094527363
11,2e-05,0.9,0.85,2468.86069651741,2468.08457711443,2469.59701492537
11,2e-05,0.95,0.9,2502.60199004975,2502.05472636816,2503.17412935323
11,2e-05,1,0.95,2500,2500,2500
11,3e-05,0.05,0,1665.35820895522,1664.91044776119,1665.79104477612
11,3e-05,0.1,0.05,1664.26368159204,1663.55223880597,1664.97512437811
11,3e-05,0.15,0.1,1663.42786069652,1662.54228855721,1664.22388059701
11,3e-05,0.2,0.15,1615.70149253731,1614.99004975124,1616.46268656716
11,3e-05,0.25,0.2,1565.08955223881,1564.28855721393,1565.97014925373
11,3e-05,0.3,0.25,1541.41791044776,1540.47263681592,1542.40298507463
11,3e-05,0.35,0.3,1513.75124378109,1512.71144278607,1514.86567164179
11,3e-05,0.4,0.35,1527.08457711443,1526.26368159204,1527.8855721393
11,3e-05,0.45,0.4,1580.33333333333,1579.00995024876,1581.63184079602
11,3e-05,0.5,0.45,1479.0447761194,1477.77114427861,1480.39800995025
11,3e-05,0.55,0.5,1511.66666666667,1510.83582089552,1512.42786069652
11,3e-05,0.6,0.55,1448.24875621891,1446.94527363184,1449.592039801
11,3e-05,0.65,0.6,1496.49253731343,1495.26368159204,1497.72139303483
11,3e-05,0.7,0.65,1496.23383084577,1495.28358208955,1497.16915422886
11,3e-05,0.75,0.7,1590.39303482587,1589.57711442786,1591.16417910448
11,3e-05,0.8,0.75,1528.87064676617,1527.99502487562,1529.76616915423
11,3e-05,0.85,0.8,1652.64179104478,1651.97512437811,1653.30348258706
11,3e-05,0.9,0.85,1646.65671641791,1645.94527363184,1647.39800995025
11,3e-05,0.95,0.9,1663.21393034826,1662.60696517413,1663.85074626866
11,3e-05,1,0.95,1667,1667,1667
11,4e-05,0.05,0,1250.71144278607,1250.31343283582,1251.15422885572
11,4e-05,0.1,0.05,1246.12935323383,1245.77611940299,1246.46766169154
11,4e-05,0.15,0.1,1250.13432835821,1249.31343283582,1250.89054726368
11,4e-05,0.2,0.15,1178.15422885572,1177.2736318408,1178.94527363184
11,4e-05,0.25,0.2,1137.74626865672,1137.05970149254,1138.45273631841
11,4e-05,0.3,0.25,1136.87562189055,1135.82089552239,1137.87064676617
11,4e-05,0.35,0.3,1143.23880597015,1142.03482587065,1144.45273631841
11,4e-05,0.4,0.35,1167.48756218905,1166.68656716418,1168.23880597015
11,4e-05,0.45,0.4,1148.7960199005,1147.7960199005,1149.83084577114
11,4e-05,0.5,0.45,1037.96517412935,1037.26368159204,1038.70149253731
11,4e-05,0.55,0.5,1094.21393034826,1093.14427860697,1095.39800995025
11,4e-05,0.6,0.55,1119.66666666667,1118.96517412935,1120.30845771144
11,4e-05,0.65,0.6,1129.48756218905,1128.47263681592,1130.44278606965
11,4e-05,0.7,0.65,1165.1144278607,1164.3631840796,1165.89054726368
11,4e-05,0.75,0.7,1161.33830845771,1160.60696517413,1162.09950248756
11,4e-05,0.8,0.75,1222.40298507463,1221.77611940299,1223.02985074627
11,4e-05,0.85,0.8,1236.16417910448,1235.18407960199,1237.16915422886
11,4e-05,0.9,0.85,1235.96517412935,1235.42288557214,1236.51741293532
11,4e-05,0.95,0.9,1246.7960199005,1246.45771144279,1247.14925373134
11,4e-05,1,0.95,1250,1250,1250
11,5e-05,0.05,0,998.880597014925,998.477611940299,999.278606965174
11,5e-05,0.1,0.05,997.049751243781,996.52736318408,997.601990049751
11,5e-05,0.15,0.1,984.741293532338,984.074626865672,985.47263681592
11,5e-05,0.2,0.15,956.691542288557,955.89552238806,957.477611940299
11,5e-05,0.25,0.2,973.353233830846,972.373134328358,974.348258706468
11,5e-05,0.3,0.25,943.47263681592,942.597014925373,944.407960199005
11,5e-05,0.35,0.3,895.338308457711,894.562189054726,896.044776119403
11,5e-05,0.4,0.35,934.358208955224,933.562189054726,935.10447761194
11,5e-05,0.45,0.4,911.810945273632,910.965174129353,912.671641791045
11,5e-05,0.5,0.45,877.656716417911,876.681592039801,878.611940298507
11,5e-05,0.55,0.5,911.467661691542,910.442786069652,912.577114427861
11,5e-05,0.6,0.55,875.383084577114,874.825870646766,875.925373134328
11,5e-05,0.65,0.6,873.074626865672,872.562189054726,873.611940298507
11,5e-05,0.7,0.65,908.07960199005,907.512437810945,908.676616915423
11,5e-05,0.75,0.7,935.134328358209,934.582089552239,935.666666666667
11,5e-05,0.8,0.75,931.114427860697,930.363184079602,931.8407960199
11,5e-05,0.85,0.8,995.691542288557,995.174129353234,996.243781094527
11,5e-05,0.9,0.85,978.452736318408,977.810945273632,979.07960199005
11,5e-05,0.95,0.9,999.676616915423,999.303482587065,1000.02487562189
11,5e-05,1,0.95,1000,1000,1000
11,6e-05,0.05,0,833.512437810945,833.154228855721,833.845771144279
11,6e-05,0.1,0.05,831.900497512438,831.398009950249,832.402985074627
11,6e-05,0.15,0.1,819.681592039801,818.905472636816,820.497512437811
11,6e-05,0.2,0.15,810.796019900498,810.199004975124,811.363184079602
11,6e-05,0.25,0.2,804.189054726368,803.542288557214,804.855721393035
11,6e-05,0.3,0.25,771.283582089552,770.606965174129,771.960199004975
11,6e-05,0.35,0.3,815.751243781095,814.955223880597,816.726368159204
11,6e-05,0.4,0.35,756.691542288557,756.094527363184,757.28855721393
11,6e-05,0.45,0.4,774.716417910448,774.189054726368,775.283582089552
11,6e-05,0.5,0.45,778.636815920398,777.771144278607,779.482587064677
11,6e-05,0.55,0.5,727.875621890547,727.099502487562,728.616915422886
11,6e-05,0.6,0.55,729.686567164179,728.81592039801,730.572139303483
11,6e-05,0.65,0.6,699.378109452736,698.766169154229,700.049751243781
11,6e-05,0.7,0.65,786.885572139303,786.139303482587,787.601990049751
11,6e-05,0.75,0.7,780.875621890547,780.457711442786,781.258706467662
11,6e-05,0.8,0.75,778.855721393035,778.054726368159,779.606965174129
11,6e-05,0.85,0.8,802.791044776119,802.318407960199,803.238805970149
11,6e-05,0.9,0.85,826.353233830846,825.810945273632,826.890547263682
11,6e-05,0.95,0.9,831.870646766169,831.422885572139,832.278606965174
11,6e-05,1,0.95,834,834,834
11,7e-05,0.05,0,713.10447761194,712.776119402985,713.44776119403
11,7e-05,0.1,0.05,714.731343283582,714.243781094527,715.203980099502
11,7e-05,0.15,0.1,703.134328358209,702.671641791045,703.626865671642
11,7e-05,0.2,0.15,706.885572139303,706.318407960199,707.427860696517
11,7e-05,0.25,0.2,659.601990049751,659.164179104478,660.014925373134
11,7e-05,0.3,0.25,684.781094527363,684.233830845771,685.348258706468
11,7e-05,0.35,0.3,672.054726368159,671.587064676617,672.507462686567
11,7e-05,0.4,0.35,635.462686567164,634.825870646766,636.144278606965
11,7e-05,0.45,0.4,588.587064676617,587.990049751244,589.203980099502
11,7e-05,0.5,0.45,582.044776119403,581.462686567164,582.606965174129
11,7e-05,0.55,0.5,631.870646766169,631.034825870647,632.701492537313
11,7e-05,0.6,0.55,634.900497512438,634.243781094527,635.502487562189
11,7e-05,0.65,0.6,648.562189054726,648.084577114428,649.034825870647
11,7e-05,0.7,0.65,637.154228855721,636.636815920398,637.666666666667
11,7e-05,0.75,0.7,653.55223880597,653.034825870647,654.124378109453
11,7e-05,0.8,0.75,666.154228855721,665.661691542289,666.666666666667
11,7e-05,0.85,0.8,695.890547263682,695.497512437811,696.28855721393
11,7e-05,0.9,0.85,710.756218905473,710.353233830846,711.18407960199
11,7e-05,0.95,0.9,711.248756218905,710.935323383085,711.597014925373
11,7e-05,1,0.95,715,715,715
11,8e-05,0.05,0,625.019900497512,624.800995024876,625.238805970149
11,8e-05,0.1,0.05,621.592039800995,621.089552238806,622.059701492537
11,8e-05,0.15,0.1,602.144278606965,601.641791044776,602.651741293532
11,8e-05,0.2,0.15,599.213930348259,598.597014925373,599.830845771144
11,8e-05,0.25,0.2,606.124378109453,605.522388059701,606.671641791045
11,8e-05,0.3,0.25,598.825870646766,598.154228855721,599.457711442786
11,8e-05,0.35,0.3,552.666666666667,552.069651741294,553.203980099502
11,8e-05,0.4,0.35,543.940298507463,543.194029850746,544.706467661692
11,8e-05,0.45,0.4,555.094527363184,554.029850746269,556.154228855721
11,8e-05,0.5,0.45,528.164179104478,527.73631840796,528.582089552239
11,8e-05,0.55,0.5,553.313432835821,552.597014925373,554.034825870647
11,8e-05,0.6,0.55,512.621890547264,511.676616915423,513.462686567164
11,8e-05,0.65,0.6,556.641791044776,555.975124378109,557.28855721393
11,8e-05,0.7,0.65,596.900497512438,596.069651741294,597.820895522388
11,8e-05,0.75,0.7,602.532338308458,602.064676616915,603
11,8e-05,0.8,0.75,592.52736318408,592.114427860697,592.935323383085
11,8e-05,0.85,0.8,618.189054726368,617.587064676617,618.800995024876
11,8e-05,0.9,0.85,623.353233830846,622.885572139303,623.870646766169
11,8e-05,0.95,0.9,622.402985074627,622.059701492537,622.741293532338
11,8e-05,1,0.95,625,625,625
11,9e-05,0.05,0,555.517412935323,555.278606965174,555.771144278607
11,9e-05,0.1,0.05,552.398009950249,551.925373134328,552.830845771144
11,9e-05,0.15,0.1,540.975124378109,540.567164179104,541.402985074627
11,9e-05,0.2,0.15,536.303482587065,535.805970149254,536.800995024876
11,9e-05,0.25,0.2,527.577114427861,527.074626865672,528.044776119403
11,9e-05,0.3,0.25,519.766169154229,519.129353233831,520.412935323383
11,9e-05,0.35,0.3,486.875621890547,486.358208955224,487.36815920398
11,9e-05,0.4,0.35,483.651741293532,483.109452736318,484.179104477612
11,9e-05,0.45,0.4,498.328358208955,497.71144278607,498.985074626866
11,9e-05,0.5,0.45,478.333333333333,477.915422885572,478.731343283582
11,9e-05,0.55,0.5,489.81592039801,489.383084577114,490.26368159204
11,9e-05,0.6,0.55,514.353233830846,513.805970149254,514.925373134328
11,9e-05,0.65,0.6,483.746268656716,483.089552238806,484.373134328358
11,9e-05,0.7,0.65,526.577114427861,526.014925373134,527.144278606965
11,9e-05,0.75,0.7,524.1592039801,523.701492537313,524.577114427861
11,9e-05,0.8,0.75,529.860696517413,529.238805970149,530.437810945274
11,9e-05,0.85,0.8,536.059701492537,535.656716417911,536.422885572139
11,9e-05,0.9,0.85,548.179104477612,547.726368159204,548.606965174129
11,9e-05,0.95,0.9,555.139303482587,554.855721393035,555.412935323383
11,9e-05,1,0.95,556,556,556
11,0.0001,0.05,0,498.696517412935,498.383084577114,498.995024875622
11,0.0001,0.1,0.05,497.507462686567,497.139303482587,497.915422885572
11,0.0001,0.15,0.1,498.1592039801,497.646766169154,498.646766169154
11,0.0001,0.2,0.15,476.975124378109,476.47263681592,477.477611940299
11,0.0001,0.25,0.2,482.73631840796,482.268656716418,483.18407960199
11,0.0001,0.3,0.25,471.910447761194,471.402985074627,472.398009950249
11,0.0001,0.35,0.3,468.358208955224,467.706467661692,468.985074626866
11,0.0001,0.4,0.35,472.373134328358,471.721393034826,473.084577114428
11,0.0001,0.45,0.4,439.681592039801,439.228855721393,440.114427860697
11,0.0001,0.5,0.45,434.223880597015,433.587064676617,434.865671641791
11,0.0001,0.55,0.5,421.781094527363,421.298507462687,422.248756218905
